postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,postcodeDistrict,Unnamed: 0,catsPerHousehold,dogsPerHousehold,pre_1900,1900_1929,1930_1945,1945_1964,1965_1982,1983_1999,2000_present,unknown,latitude,longitude,medianPrice,historicallyFlooded
ME15 7DJ,576713,154485,,60.0,,1310.0,,ME15,1511.0,0.345357456,0.396063191,0.1057457283377425,0.1069358524338789,0.0599567673825053,0.2454657430296901,0.1771324095977487,0.1091145848797829,0.1839494450150499,0.0116994693236014,51.26213206101979,0.5313868242709323,486954.5,0
SE11 6EW,530811,178769,Unsurveyed/Urban,10.0,,1930.0,,SE11,2209.0,0.081484878,0.093448571,0.1591817798168676,0.0577526269721415,0.1428653008041883,0.0630507289215846,0.2024207787466886,0.0516299254173964,0.3040993013117054,0.0189995580094274,51.49274107799197,-0.11713248918254711,486954.5,0
SN4 8NP,407616,183005,Unsurveyed/Urban,120.0,,1260.0,Wiltshire,SN4,2315.0,1.126621861,1.292033636,0.0959578722336829,0.0222891466879093,0.0790356073642132,0.1789733297978374,0.2760376767740254,0.153764523687723,0.1880429778994167,0.0058988655551918,51.545888914688646,-1.8915666878272765,486954.5,0
BA5 2XB,354432,145448,,0.0,St Andrew's Stream,0.0,,BA5,134.0,0.626094796,0.718018674,0.2285870051711979,0.036389386777663,0.0406278430682175,0.1438931021626928,0.2244725215464639,0.1771480791652417,0.1078737509910167,0.0410083111175061,51.20641217952276,-2.653662500083571,486954.5,0
BN17 5NE,503100,101800,,10.0,River Arun,750.0,Arun,BN17,222.0,0.274287837,0.314559057,0.1198694198360675,0.0657168190785096,0.095744658423661,0.1274553869665795,0.2206690652588694,0.218540531883616,0.1360618430261306,0.0159422755265661,50.806591573101684,-0.5381566014274675,486954.5,0
RH16 2JZ,534618,125581,Unsurveyed/Urban,50.0,Scrase Stream,0.0,Mid Sussex,RH16,2078.0,0.31625469,0.362687527,0.0716636317809349,0.0588355545843663,0.0753170138429163,0.2577262015466287,0.2705115990939632,0.1066211792832766,0.1421656590775447,0.0171591607903691,51.01386090672674,-0.0823192521961474,486954.5,0
TQ4 6LL,288888,57190,,60.0,,0.0,Torbay,TQ4,2553.0,0.429565595,0.492634855,0.246545786009571,0.1080316467968989,0.1007412717030294,0.1104484237551394,0.2076208592129483,0.1254429085816075,0.0957489860940885,0.0054201178467167,50.4040478821097,-3.564878821760186,486954.5,0
PL12 6QP,237151,65313,,110.0,,470.0,Cornwall,PL12,1964.0,0.510327895,0.585254759,0.2384177730964821,0.0470814157323841,0.060071453920448,0.1078069447512644,0.2654108781307112,0.1736598880558208,0.0963309661386446,0.0112206801742445,50.4649737034576,-4.295909451077183,486954.5,0
TN2 5GN,560096,138180,Luvisols,120.0,,1870.0,,TN2,2516.0,0.357409092,0.409884261,0.1467206657310778,0.0505282353830835,0.0182419696848466,0.1094431561504993,0.3757427413952581,0.2254839707810933,0.0674572941721565,0.0063819667019845,51.12054105221783,0.28617206459073463,486954.5,0
EX32 0AT,256354,130908,Cambisols,0.0,,0.0,North Devon,EX32,808.0,0.537000951,0.615843981,0.3316397023549197,0.0490158322526908,0.0292952303544745,0.0905549014198247,0.1862018278944447,0.1657563003699109,0.1340843670889922,0.0134518382647422,51.05949198536142,-4.05115665110992,486954.5,0
BS22 9TY,333228,161055,Gleysols,0.0,Uphill Great Rhyne,1100.0,North Somerset,BS22,262.0,0.369162021,0.423362766,0.0422271741241596,0.0441870407702117,0.0600171944849477,0.0969754705980648,0.3738320143959703,0.2753935066668256,0.0945290602780184,0.0128385386818016,51.34463819278388,-2.960068627500467,486954.5,0
ME8 9TP,580459,163458,Unsurveyed/Urban,0.0,,5960.0,Medway,ME8,1523.0,0.294662786,0.337925478,0.0445567247836505,0.0426991738939727,0.1010792354899678,0.2861850851578061,0.315547076311805,0.174744238044421,0.0271830732896488,0.0080053930287278,51.341560332475034,0.5895529414082948,486954.5,0
BN5 0FP,522090,114406,,0.0,,1350.0,Horsham,BN5,239.0,0.639848826,0.733792085,0.2335699127989578,0.0609116034846225,0.06462550645039,0.1505907480636459,0.212369299809759,0.1652592018246824,0.083934073801883,0.028739653766059,50.91621188619746,-0.26456749026739973,486954.5,0
BR5 3WB,547415,168503,Unsurveyed/Urban,0.0,River Cray,1030.0,Bromley,BR5,248.0,0.226141618,0.259343962,0.029647379262504,0.0436758737362099,0.3066428760106346,0.3288165101893583,0.1319212679042394,0.0703314272975003,0.0803962949059256,0.0085683706936274,51.39641565576897,0.11760077549608039,486954.5,0
SW19 2WH,524321,170180,,20.0,River Wandle,3040.0,Merton,SW19,2410.0,0.308988468,0.354354471,0.264660062189143,0.2123536171880402,0.0610799536312745,0.106396396534114,0.160228825625078,0.1018433386722242,0.0794357783017512,0.0140020278583745,51.417013376583455,-0.21358305896422447,486954.5,0
BH8 9AX,410816,92773,Unsurveyed/Urban,40.0,The Bourne,3250.0,,BH8,202.0,0.2365306,0.271258264,0.1875799980215131,0.1768484272842359,0.0646807141193959,0.1113854855953968,0.186238787207652,0.124594932137977,0.1367028433514833,0.0119688122823457,50.73447226142577,-1.8481022154284168,486954.5,0
RH18 5GT,542573,134825,,80.0,River Medway,750.0,Wealden,RH18,2080.0,0.283040077,0.324596311,0.1898361013016646,0.1603061566421048,0.0565550212987404,0.155568588213891,0.1654414330881352,0.1379859598567969,0.0980851492027002,0.0362215903959666,51.095016698091136,0.03464763352341193,486954.5,0
BH17 8PH,402899,93967,,20.0,,1770.0,"Bournemouth, Christchurch and Poole",BH17,186.0,0.292597309,0.335556745,0.006255852768152,0.0106142571595853,0.0131483514822879,0.1865772885162959,0.4984475412317972,0.2733000281980166,0.0098903821483802,0.0017662984954844,50.745301382621726,-1.9602773963704407,486954.5,0
PO10 8JZ,477248,105716,Luvisols,10.0,,690.0,,PO10,1997.0,0.775511816,0.889373255,0.1847749577394117,0.0849021206284196,0.0437443675161075,0.2173209975954698,0.2010180398128928,0.1640250541229697,0.0884239549551447,0.0157905076295839,50.845818868881075,-0.9041448764692153,486954.5,0
TN21 0LU,557285,121003,Luvisols,150.0,,990.0,Wealden,TN21,2518.0,0.868260365,0.99573924,0.2135385698895131,0.0903225189793078,0.0587880105766209,0.1305670762430332,0.194344990025779,0.1883313092407197,0.0980101042868205,0.0260974207582054,50.96697890483137,0.238586265052888,486954.5,0
RG3 3EH,469712,172049,,50.0,,0.0,Reading,RG3,,,,,,,,,,,,51.44315169886873,-0.9983448381801955,486954.5,0
GU1 2TG,501959,150651,Unsurveyed/Urban,70.0,,2060.0,Guildford,GU1,928.0,0.535788485,0.614453498,0.329575717721079,0.1164141090869413,0.0539501750782811,0.1172658094892104,0.1513084494813172,0.0804135215885872,0.138544091219137,0.0125281263354464,51.24592978272447,-0.5406199069283157,486954.5,0
SE23 3YY,535421,172625,Unsurveyed/Urban,0.0,Pool River,0.0,Lewisham,SE23,2222.0,0.116594801,0.133713369,0.3290056741189176,0.0685156882967865,0.0940927296166066,0.1802081808266233,0.1496047293965808,0.0487197748396402,0.0917630996569864,0.0380901232478582,51.43644479040409,-0.05311996523542348,486954.5,0
PO7 8NX,470073,110148,Unsurveyed/Urban,40.0,,1170.0,Havant,PO7,2027.0,0.322630386,0.369999309,0.0487276561215573,0.052043822817427,0.0650807969333066,0.3337773264346735,0.1905179940451339,0.196274226312149,0.1083771357583952,0.0052010415773572,50.88657953884509,-1.0051932406655721,486954.5,0
DA12 4SY,566303,171775,Unsurveyed/Urban,0.0,,2040.0,,DA12,512.0,0.065538259,0.075160653,0.1413648899658839,0.1313097376272043,0.1076383357379605,0.2444664062210858,0.1619856580089231,0.1411290757356079,0.0659517105337273,0.006154186169607,51.420593299762075,0.3903965252573389,486954.5,0
BA15 2YH,380992,161217,Leptosols,110.0,River Avon,0.0,Wiltshire,BA15,126.0,0.362766239,0.416027949,0.2537711138084961,0.0575548582423318,0.026423828745121,0.1112711592188852,0.2997231630105468,0.133206623283952,0.1072844006757203,0.0107648530149466,51.34970923207893,-2.2743228612534874,486954.5,0
RH5 4ES,516777,145965,,90.0,,400.0,Mole Valley,RH5,2086.0,1.110894622,1.273997308,0.2938548406559816,0.113962493641975,0.0952705630903018,0.1421751455791171,0.0988178506338979,0.1402789728515072,0.0724347586162143,0.0432053749310046,51.20097357865466,-0.3299385468439824,486954.5,0
RG7 3LR,464948,166969,,0.0,,2200.0,,RG7,2068.0,0.792604611,0.908975631,0.1939186193677976,0.065669344759418,0.0425794765678252,0.1688214883271913,0.1960055583120003,0.1557436554738225,0.1536594253316135,0.0236024318603314,51.39804588360719,-1.067810510540503,486954.5,0
SE24 9QB,532267,174279,Unsurveyed/Urban,0.0,River Thames,5570.0,Southwark,SE24,2223.0,0.087932539,0.100842884,0.5111269748995553,0.1423644430375694,0.0187590343456126,0.1041513553469117,0.0817449610285772,0.0370785002176298,0.0906391760081862,0.0141355551159574,51.4520530779527,-0.09785110046258913,486954.5,0
BN7 1PZ,540608,110487,Unsurveyed/Urban,60.0,,660.0,,BN7,241.0,0.546136197,0.626320472,0.2639828327620805,0.0606963660296425,0.0694101384727975,0.2428172470430668,0.1417355133866334,0.1303974652671417,0.0653394320468066,0.0256210049918307,50.87678156287157,-0.002804997576015128,486954.5,0
GU10 4JL,480528,142813,Planosols,120.0,River Wey,0.0,East Hampshire,GU10,929.0,0.649838374,0.745248309,0.2343785330386572,0.0903079979023402,0.109528175002876,0.1571546990673261,0.1989225981865399,0.1100960569112506,0.0872344047758424,0.0123775351151671,51.17888972623501,-0.8493432005388254,486954.5,0
UB4 9WA,511387,182394,Unsurveyed/Urban,30.0,Yeading Brook,0.0,,UB4,2640.0,0.146063811,0.167509049,0.0025500423899484,0.0885964540159818,0.3959848417198414,0.1911505974839702,0.1323347293099702,0.1453112975101074,0.038654308095508,0.0054177294746723,51.529478811807294,-0.3956522176600534,486954.5,0
PO8 9PD,469561,113112,,70.0,,3800.0,East Hampshire,PO8,2028.0,0.410696667,0.470995572,0.0325478217886817,0.0410221773949284,0.0544881052028347,0.2999276895199179,0.307526507441247,0.1650704841285562,0.0952588878432953,0.0041583266805384,50.91329080217302,-1.0119070753858008,486954.5,0
RG18 0NG,456818,174344,Planosols,110.0,River Pang,3020.0,,RG18,2046.0,1.09880814,1.260136275,0.1084688056291224,0.0620288169268815,0.049224449230075,0.1735778527407314,0.2294944660980458,0.1819843561855142,0.1704054965443773,0.0248157566452522,51.46522289552341,-1.1834787176519133,486954.5,0
RG9 9HX,476113,182461,,40.0,River Thames,0.0,,RG9,2070.0,1.031922289,1.183430176,0.3539779625113796,0.0868561689612369,0.0443954189136575,0.1413115383102209,0.1409994633708657,0.1126647281017252,0.0910323499373419,0.028762369893572,51.53593115891799,-0.9040202117128596,486954.5,0
PL19 0JU,249191,77321,,180.0,River Wallabrook,0.0,,PL19,1971.0,1.024889241,1.175364528,0.2960802617263134,0.0483828243960201,0.07402667664684,0.1353346343206322,0.1616930958642476,0.1296536971814649,0.1416555987088746,0.0131732111556068,50.576109073607,-4.131251664837099,486954.5,0
SO31 8LB,447916,109562,Unsurveyed/Urban,0.0,,250.0,,SO31,2333.0,0.492075759,0.564322826,0.0429366839129876,0.0627659577563801,0.053054252127388,0.1311661956835968,0.2201890187340075,0.287608165265289,0.1889561013222727,0.0133236251980779,50.88356883027069,-1.3202308937696854,486954.5,0
TA1 2XJ,324936,125263,Unsurveyed/Urban,20.0,River Tone,0.0,Somerset West and Taunton,TA1,2453.0,0.679542937,0.779314127,0.2072244107938683,0.0930614811194713,0.075493261044675,0.0850422800897088,0.1901576779357012,0.1947779514588994,0.1279490442119274,0.0262938933457483,51.02181864002574,-3.071610203146494,486954.5,0
SE24 9LA,532456,174445,Unsurveyed/Urban,30.0,,5560.0,Southwark,SE24,2223.0,0.087932539,0.100842884,0.5111269748995553,0.1423644430375694,0.0187590343456126,0.1041513553469117,0.0817449610285772,0.0370785002176298,0.0906391760081862,0.0141355551159574,51.453500706773,-0.09507059658667853,486954.5,0
CR5 1NX,529653,156531,Luvisols,160.0,,0.0,Reigate and Banstead,CR5,448.0,0.358878985,0.411569964,0.0389843497405942,0.2766687702892348,0.324993909044931,0.1745139678538858,0.0625124879448379,0.0539510274362386,0.0602449625553704,0.0081305251349072,51.293157406224196,-0.1419180569988931,486954.5,0
BN11 1TJ,514636,102514,,10.0,,2360.0,Worthing,BN11,216.0,0.42079423,0.482575669,0.2809725226657029,0.2303062129065322,0.1110272460932452,0.0578557131647667,0.0889781119665448,0.0868625058756001,0.1379431058612851,0.0060545814663228,50.81084423082808,-0.3742799134822562,486954.5,0
RG26 3EJ,461457,162380,Podsols,0.0,,850.0,Basingstoke and Deane,RG26,2055.0,0.409326983,0.46942479,0.0737208562456788,0.023459370044218,0.0287966094876581,0.2916979480456477,0.3317218168264688,0.1449894018253132,0.095392373780513,0.0102216237445022,51.35717632168054,-1.1187767885885007,486954.5,0
BS18 5TZ,362985,155648,,0.0,,1270.0,Bath and North East Somerset,BS18,,,,,,,,,,,,51.29874512563956,-2.5322958231619035,486954.5,0
SN8 2BJ,420313,169078,Leptosols,130.0,River Kennet,320.0,,SN8,2319.0,1.447612456,1.660152398,0.3173795743598421,0.0783574855390742,0.0500514387218735,0.1108118329830067,0.1547449800863346,0.1493741062641268,0.109208243777253,0.0300723382684887,51.42035442542411,-1.70926615902237,486954.5,0
SM7 3NQ,527402,159804,Unsurveyed/Urban,150.0,,5080.0,,SM7,2289.0,0.345421591,0.396136743,0.0153265077591153,0.0746173187296098,0.324086137401239,0.2218447840631692,0.1351135729094423,0.1167452823827114,0.1074587431518672,0.0048076536028455,51.323080081072334,-0.17301599748354432,486954.5,0
TQ7 3YG,273513,44195,Cambisols,0.0,,0.0,South Hams,TQ7,2556.0,0.694439812,0.796398176,0.3029266737852337,0.040044808644731,0.0464495339676901,0.114345383266109,0.2217427014296275,0.1526830364904951,0.1103873821044394,0.0114204803116739,50.28412589422618,-3.7767602507321367,486954.5,0
TR1 1AP,183886,45087,Cambisols,0.0,Truro River,1280.0,Cornwall,TR1,2559.0,1.002348706,1.149514569,0.276684870718573,0.0273391922635733,0.0709631895622333,0.1496505263169253,0.1781005983830635,0.1409014494958585,0.1519086102809001,0.0044515629788728,50.266119232548014,-5.033817162135357,486954.5,0
BH15 1TB,401428,90877,Unsurveyed/Urban,10.0,,0.0,"Bournemouth, Christchurch and Poole",BH15,184.0,0.24593802,0.282046892,0.0778576531903136,0.1016210666798567,0.1236257610147386,0.1125269832588834,0.2478633442663744,0.1269228056644491,0.1850970613156095,0.0244853246097745,50.71751927591432,-1.9811373433290251,486954.5,0
ME15 7JU,577502,153434,Unsurveyed/Urban,0.0,River Len,1910.0,Maidstone,ME15,1511.0,0.345357456,0.396063191,0.1057457283377425,0.1069358524338789,0.0599567673825053,0.2454657430296901,0.1771324095977487,0.1091145848797829,0.1839494450150499,0.0116994693236014,51.252446019557496,0.5421623634144732,486954.5,0
SN11 0PF,399163,166589,Stagnosols,0.0,,0.0,Wiltshire,SN11,2292.0,0.532090948,0.610213085,0.1747509569305398,0.030062958679133,0.0476776873517874,0.1601991164415492,0.1742424419378744,0.2082935190334886,0.1955682711685636,0.0092050484570638,51.398333400869205,-2.0134201567758265,486954.5,0
SN10 2JG,402332,163037,Luvisols,130.0,Kennet and Avon Canal,4230.0,,SN10,2291.0,0.264496196,0.303329798,0.2063282867507541,0.0514992538837939,0.0219211407628007,0.1745886005609396,0.2182379420528929,0.1605135575453367,0.1582690285702578,0.0086421898732239,51.36639154954803,-1.9678905055368117,486954.5,0
CR9 2UL,532502,165815,,60.0,River Wandle,3130.0,Croydon,CR9,792.0,0.0,0.0,0.3077162999968771,0.2123456515731211,0.1293814323880922,0.0517939094354167,0.1092742121513769,0.062069014655613,0.1200730629591256,0.0073464168403771,51.37593536342801,-0.09763132067194151,486954.5,0
BS11 0LZ,354089,178147,Unsurveyed/Urban,10.0,,1950.0,"Bristol, City of",BS11,254.0,0.281113542,0.32238692,0.0403095210313422,0.2173761983961776,0.1765370030229464,0.3668873043236952,0.0784541487076664,0.0558126872810972,0.0554066485794446,0.0092164886576301,51.50038432651281,-2.662802454197445,486954.5,0
EX5 7AS,300505,95065,,30.0,,520.0,East Devon,EX5,817.0,0.470204517,0.539240425,0.2806631333046181,0.0372894089955227,0.0541986570832565,0.1007698546470117,0.1804491664697227,0.1641762230152857,0.1744261414198686,0.0080274150647136,50.74663504269369,-3.411608062542679,486954.5,0
RG26 4YS,459080,162046,Podsols,100.0,,1050.0,,RG26,2055.0,0.409326983,0.46942479,0.0737208562456788,0.023459370044218,0.0287966094876581,0.2916979480456477,0.3317218168264688,0.1449894018253132,0.095392373780513,0.0102216237445022,51.354425118519146,-1.1529651991532208,486954.5,0
OX44 7TX,460305,198606,Luvisols,60.0,,1010.0,,OX44,1810.0,0.384840721,0.441343429,0.2171227163521927,0.0378564245344731,0.1152980478952176,0.1497598133782507,0.2643907799013463,0.1491542278479387,0.0443916379415594,0.0220263521490213,51.68298579779073,-1.1291309986976563,486954.5,0
TW9 1BY,517900,175000,,0.0,,0.0,,TW9,2634.0,0.497989707,0.571105065,0.423467109963091,0.1262419456561208,0.0956337988423728,0.0631087107327913,0.0751435863055504,0.1010286915104928,0.0827015916983461,0.0326745652912342,51.461704091341744,-0.304272518956657,486954.5,0
BS15 9QA,364937,173284,Unsurveyed/Urban,0.0,River Avon,0.0,,BS15,257.0,0.275271927,0.315687632,0.1210978455163686,0.0771522787704856,0.1028366049325547,0.2272726468081811,0.2048462040460128,0.1356992659741225,0.1094140597188201,0.0216810942334543,51.457439688062514,-2.5060456310217347,486954.5,0
